Atlanta,GA	-0.027020430507837697
Boston,MA	-0.029752767432277415
Chicago,IL	-0.03723273878744684
Cleveland,OH	-0.05171853008741176
Dallas,TX	-0.05495412076740408
Denver,CO	-0.04841298033508182
Detroit,MI	-0.0557363073174357
Houston,TX	-0.058938809620650054
LosAngeles,CA	-0.037497432583998465
Miami,FL	-0.021761839830648326
Minneapolis,MN	-0.037547588208597896
NewYork,NY	-0.04845183291658355
Orlando,FL	-0.03883065531731677
Philadelphia,PA	-0.05145294830344014
Phoenix,AZ	-0.04179569744844695
Pittsburg,PA	-0.05076340868727513
Portland,OR	-0.04856423246553686
SanDiego,CA	-0.05473819914529532
SanFrancisco,CA	-0.04661261816169829
Seattle,WA	-0.06285442045300653
St.Louis,MO	-0.06957859149055923
Tampa,FL	-0.05349923758125994
WashingtonDC	-0.03618619763408608
